cluster	system	occurrence
4727	Olokun	90.91
4727	meta	9.09
4728	zorya_other	81.82
4728	zorya_type_III	18.18
4729	meta	81.82
4729	pycsar_effector	18.18
4730	meta	9.09
4730	viperin_nerd	90.91
4731	Dpd	54.55
4731	meta	27.27
4731	DMS_other	18.18
4732	meta	9.09
4732	cas_type_other	90.91
4733	cas_type_III-A	36.36
4733	meta	63.64
4734	cas_type_I-G	100
4735	meta	27.27
4735	AbiE	72.73
4736	TerY-P	100
4737	cbass_other	90.91
4737	meta	9.09
4738	septu_type_I	100
4739	meta	9.09
4739	pycsar_effector	90.91
4740	meta	63.64
4740	cas_type_other	36.36
4741	DMS_other	54.55
4741	meta	45.45
4742	cas_type_III-D	100
4743	cas_type_III-G	90.91
4743	cas_type_other	9.09
4744	cas_type_III-A	100
4745	PT_DndABCDE	100
4746	DMS_other	90.91
4746	meta	9.09
4747	DRT_other	27.27
4747	meta	72.73
4748	meta	100
4749	meta	100
4750	meta	100
4751	meta	100
4752	meta	100
4753	DMS_other	20
4753	meta	80
4754	meta	100
4755	meta	100
4756	meta	100
4757	meta	100
4758	meta	100
4759	meta	100
4760	DRT_other	20
4760	meta	80
4761	meta	100
4762	meta	100
4763	meta	100
4764	meta	100
4765	meta	100
4766	meta	100
4767	meta	100
4768	meta	100
4769	meta	100
4770	thoeris_type_I	40
4770	meta	60
4771	meta	100
4772	meta	100
4773	retron_III-A	100
4774	meta	100
4775	meta	80
4775	cas_type_other	20
4776	meta	60
4776	cbass_type_IIs	20
4776	pycsar_effector	20
4777	meta	100
4778	meta	100
4779	meta	100
4780	meta	100
4781	meta	100
4782	meta	100
4783	meta	100
4784	meta	100
4785	meta	60
4785	cas_type_other	40
4786	meta	100
4787	meta	100
4788	meta	100
4789	meta	100
4790	meta	100
4791	meta	100
4792	DMS_other	30
4792	meta	70
4793	meta	100
4794	DRT_other	20
4794	retron_III-A	80
4795	meta	100
4796	retron_III-A	100
4797	meta	100
4798	meta	100
4799	meta	80
4799	SEFIR	20
4800	meta	100
4801	meta	100
4802	meta	100
4803	meta	100
4804	meta	100
4805	meta	100
4806	PD-T4-9	20
4806	meta	80
4807	meta	100
4808	DMS_other	20
4808	meta	80
4809	septu_type_I	100
4810	cas_type_I-B1	20
4810	cas_adaptation	40
4810	cas_type_other	40
4811	cas_type_III-D	40
4811	cas_type_other	60
4812	cas_type_III-D	40
4812	cas_type_other	60
4813	kiwa	100
4814	RosmerTA	100
4815	AbiG	100
4816	PD-T4-4	100
4817	DMS_other	100
4818	RosmerTA	100
4819	retron_III-A	100
4820	Lamassu_other	20
4820	Lamassu_Family	80
4821	Paris	100
4822	HEC-08	100
4823	Uzume	100
4824	wadjet_other	100
4825	druantia_type_IV	100
4826	HEC-09	100
4827	cas_type_I-F1	40
4827	cas_type_other	60
4828	cas_type_other	100
4829	retron_III-A	100
4830	DMS_other	100
4831	cas_type_other	40
4831	cas_type_III-D	60
4832	septu_type_I	100
4833	retron_II-A	100
4834	Menshen	100
4835	cas_type_other	100
4836	cas_type_III-B	20
4836	meta	20
4836	cas_type_III-D	20
4836	cas_type_other	40
4837	RosmerTA	100
4838	DMS_other	80
4838	meta	20
4839	PD-T4-4	100
4840	cas_type_IV-A	100
4841	DMS_other	80
4841	meta	20
4842	RM_type_HNH	100
4843	Lamassu_other	20
4843	Lamassu_Family	80
4844	cas_type_other	100
4845	septu_type_I	100
4846	cas_type_III-B	100
4847	pycsar_effector	100
4848	cas_type_I-A	40
4848	cas_type_other	60
4849	cbass_type_IIs	80
4849	cbass_type_III	20
4850	cbass_other	20
4850	cbass_type_II	40
4850	cbass_type_III	40
4851	Lamassu_Family	100
4852	PD-T4-6	100
4853	PD-T4-9	100
4854	DMS_other	100
4855	cas_type_III-A	20
4855	cas_type_III-D	60
4855	cas_type_other	20
4856	cas_type_I-D	100
4857	cas_type_III-B	80
4857	cas_type_other	20
4858	SEFIR	100
4859	meta	60
4859	septu_type_I	40
4860	RM_type_II	100
4861	Mokosh_TypeI	100
4862	gasdermin	100
4863	cas_type_I-E	100
4864	Menshen	100
4865	Menshen	60
4865	Menshen_other	40
4866	Tiamat	100
4867	cas_type_I-E	100
4868	RM_type_II	100
4869	cas_type_I-E	100
4870	DMS_other	100
4871	kiwa	100
4872	gasdermin	100
4873	meta	60
4873	cas_type_III-B	40
4874	HEC-09	80
4874	meta	20
4875	RADAR	100
4876	Lamassu_other	100
4877	Menshen	100
4878	SEFIR	100
4879	DMS_other	100
4880	druantia_type_II	20
4880	druantia_other	80
4881	cas_type_IV-D	100
4882	Menshen	100
4883	PD-Lambda-2	100
4884	meta	50
4884	cas_type_III-B	50
4885	gabija	100
4886	wadjet_other	40
4886	wadjet_type_I	60
4887	PD-Lambda-2	100
4888	mza_other	80
4888	mza	20
4889	brex_type_IV	100
4890	cas_type_other	100
4891	cas_type_I-D	100
4892	cas_type_I-D	100
4893	cas_adaptation	20
4893	cas_type_other	20
4893	cas_type_III-D	60
4894	meta	60
4894	Lamassu_Family	40
4895	RM_type_II	100
4896	Lamassu_Family	100
4897	cas_type_I-A	80
4897	cas_type_other	20
4898	cas_type_I-A	80
4898	cas_type_other	20
4899	Menshen	100
4900	shedu	100
4901	cas_type_III-A	20
4901	meta	20
4901	cas_type_other	20
4901	cas_type_III-D	40
4902	RosmerTA	100
4903	meta	40
4903	septu_type_I	60
4904	meta	20
4904	cas_type_other	80
4905	kiwa	100
4906	cas_type_III-A	20
4906	meta	60
4906	cas_type_other	20
4907	TerY-P	80
4907	TerY-P_other	20
4908	zorya_type_II	100
4909	brex_type_V	100
4910	Lamassu_Family	100
4911	cas_type_III-A	80
4911	cas_type_other	20
4912	retron_VI	100
4913	cas_type_I-D	60
4913	cas_type_other	40
4914	Menshen	80
4914	Menshen_other	20
4915	cbass_other	100
4916	cbass_type_I	100
4917	DMS_other	100
4918	gasdermin	100
4919	RM_type_II	100
4920	cas_type_I-B1	100
4921	cas_type_other	100
4922	cas_type_other	100
4923	DMS_other	100
4924	RM_type_II	100
4925	DMS_other	100
4926	ShosTA	100
4927	cas_type_III-G	60
4927	cas_type_other	40
4928	ShosTA	100
4929	cas_type_III-A	60
4929	cas_type_III-D	40
4930	cas_type_III-B	100
4931	meta	20
4931	cas_type_other	80
4932	AbiE	100
4933	RM_type_II	100
4934	meta	30
4934	cas_type_other	70
4935	cas_type_I-G	100
4936	meta	20
4936	GAO_19	80
4937	gabija	100
4938	RM_type_I	100
4939	DMS_other	100
4940	brex_type_I	100
4941	RM_type_II	100
4942	DMS_other	50
4942	meta	50
4943	viperin_solo	60
4943	viperin_other	40
4944	Dazbog	100
4945	shedu	100
4946	meta	77.78
4946	Dynamins	22.22
4947	RM_type_I	66.67
4947	meta	11.11
4947	DMS_other	22.22
4948	meta	100
4949	DRT_other	22.22
4949	meta	77.78
4950	RM_type_I	77.78
4950	DMS_other	22.22
4951	meta	100
4952	meta	100
4953	meta	100
4954	meta	100
4955	meta	100
4956	meta	100
4957	meta	100
4958	meta	100
4959	meta	100
4960	DRT_other	33.33
4960	meta	66.67
4961	meta	100
4962	meta	33.33
4962	Lamassu_Family	66.67
4963	meta	100
4964	meta	100
4965	meta	100
4966	meta	100
4967	meta	100
4968	meta	100
4969	meta	100
4970	meta	100
4971	meta	77.78
4971	cas_type_III-D	22.22
4972	meta	55.56
4972	AbiT	44.44
4973	meta	100
4974	meta	100
4975	meta	100
4976	retron_V	88.89
4976	meta	11.11
4977	meta	100
4978	meta	77.78
4978	pycsar_other	22.22
4979	meta	100
4980	meta	100
4981	meta	33.33
4981	cas_type_VI	66.67
4982	RM_type_II	22.22
4982	meta	77.78
4983	meta	100
4984	meta	100
4985	meta	100
4986	meta	100
4987	meta	100
4988	meta	100
4989	meta	100
4990	meta	100
4991	meta	100
4992	meta	100
4993	meta	100
4994	meta	77.78
4994	Paris	22.22
4995	meta	100
4996	meta	100
4997	meta	100
4998	cas_type_I-E	100
4999	DMS_other	22.22
4999	meta	11.11
4999	hachiman_type_I	66.67
5000	cas_type_I-E	100
5001	meta	77.78
5001	Lamassu_Family	22.22
5002	meta	77.78
5002	Dynamins	22.22
5003	thoeris_type_I	22.22
5003	meta	77.78
5004	Mokosh_TypeI	88.89
5004	meta	11.11
5005	cas_type_IV-D	55.56
5005	cas_type_other	44.44
5006	meta	11.11
5006	cas_type_other	33.33
5006	cas_type_III-B	55.56
5007	meta	11.11
5007	septu_type_I	88.89
5008	DMS_other	44.44
5008	meta	55.56
5009	meta	22.22
5009	cas_type_III-B	77.78
5010	meta	11.11
5010	Lamassu_Family	88.89
5011	RM_type_II	66.67
5011	DMS_other	22.22
5011	meta	11.11
5012	meta	33.33
5012	cas_type_other	22.22
5012	cas_adaptation	44.44
5013	PD-T4-10	66.67
5013	meta	33.33
5014	cas_type_III-A	77.78
5014	cas_type_other	22.22
5015	meta	11.11
5015	cbass_type_II	22.22
5015	cbass_type_I	66.67
5016	meta	11.11
5016	septu_type_I	88.89
5017	PT_SspABCD	44.44
5017	DMS_other	55.56
5018	DMS_other	44.44
5018	meta	55.56
5019	DMS_other	22.22
5019	meta	77.78
5020	meta	77.78
5020	SEFIR	22.22
5021	AVAST_type_IV	88.89
5021	meta	11.11
5022	meta	11.11
5022	cas_type_III-D	88.89
5023	meta	33.33
5023	wadjet_other	66.67
5024	zorya_type_II	88.89
5024	meta	11.11
5025	RM_type_II	22.22
5025	DMS_other	33.33
5025	meta	22.22
5025	VSPR	22.22
5026	cas_type_III-B	100
5027	meta	11.11
5027	argonaute_type_II	88.89
5028	cas_type_I-B1	44.44
5028	meta	11.11
5028	cas_type_other	44.44
5029	DMS_other	88.89
5029	meta	11.11
5030	RM_type_I	66.67
5030	DMS_other	33.33
5031	meta	11.11
5031	Lamassu_Family	88.89
5032	meta	100
5033	meta	100
5034	meta	75
5034	cas_type_other	25
5035	meta	100
5036	meta	100
5037	meta	100
5038	meta	100
5039	meta	100
5040	meta	100
5041	meta	100
5042	meta	100
5043	meta	100
5044	meta	100
5045	meta	100
5046	DMS_other	75
5046	meta	25
5047	meta	100
5048	meta	100
5049	meta	12.5
5049	Lamassu_Family	87.5
5050	meta	100
5051	RM_type_II	25
5051	DMS_other	50
5051	meta	25
5052	meta	100
5053	DMS_other	50
5053	meta	50
5054	meta	100
5055	meta	100
5056	meta	100
5057	meta	100
5058	meta	100
5059	meta	100
5060	meta	100
5061	meta	100
5062	meta	100
5063	meta	100
5064	meta	100
5065	meta	100
5066	meta	50
5066	Dynamins	50
5067	meta	100
5068	meta	100
5069	meta	100
5070	meta	100
5071	meta	100
5072	PD-T4-10	50
5072	meta	50
5073	meta	100
5074	meta	100
5075	meta	100
5076	DMS_other	50
5076	meta	50
5077	meta	100
5078	meta	100
5079	meta	100
5080	meta	100
5081	meta	100
5082	meta	100
5083	meta	100
5084	meta	100
5085	meta	100
5086	meta	100
5087	meta	100
5088	meta	100
5089	meta	100
5090	meta	100
5091	meta	100
5092	cas_type_I-D	62.5
5092	meta	12.5
5092	cas_type_other	25
5093	meta	100
5094	meta	100
5095	meta	75
5095	cas_type_other	25
5096	meta	100
5097	meta	100
5098	meta	100
5099	meta	100
5100	meta	100
5101	meta	100
5102	meta	100
5103	meta	100
5104	meta	100
5105	meta	100
5106	meta	100
5107	DMS_other	50
5107	meta	50
5108	meta	100
5109	meta	100
5110	meta	100
5111	meta	100
5112	meta	100
5113	meta	100
5114	meta	100
5115	meta	100
5116	zorya_other	12.5
5116	meta	87.5
5117	meta	100
5118	meta	100
5119	cas_type_I-E	100
5120	Dynamins	100
5121	RM_type_I	100
5122	RM_type_II	100
5123	retron_VI	100
5124	cas_type_IV-A	75
5124	cas_type_other	25
5125	PD-T4-9	25
5125	meta	75
5126	RM_type_I	37.5
5126	DMS_other	62.5
5127	meta	75
5127	cas_type_other	25
5128	cas_type_III-B	100
5129	cas_type_other	100
5130	Lamassu_other	75
5130	Lamassu_Family	25
5131	cas_type_III-B	100
5132	cas_type_other	100
5133	Olokun	100
5134	cas_adaptation	50
5134	cas_type_III-B	50
5135	cas_type_I-E	25
5135	cas_type_IV-A	75
5136	TerY-P	100
5137	gabija	100
5138	cas_type_I-E	100
5139	argonaute_other	100
5140	cas_type_III-B	25
5140	cas_type_other	50
5140	cas_type_III-D	25
5141	ShosTA	100
5142	cas_type_III-A	50
5142	cas_type_III-D	25
5142	cas_type_other	25
5143	kiwa	100
5144	PD-Lambda-5	100
5145	Uzume	100
5146	cas_type_III-A	75
5146	cas_type_III-B	25
5147	argonaute_solo	100
5148	cas_type_IV-B	25
5148	cas_type_IV-A	25
5148	cas_type_IV-D	25
5148	cas_type_other	25
5149	Lamassu_Family	100
5150	kiwa	100
5151	DMS_other	100
5152	Lamassu_Family	100
5153	Lamassu_Family	100
5154	Mokosh_TypeI	100
5155	meta	37.5
5155	cas_type_III-B	62.5
5156	cas_type_other	100
5157	DMS_other	75
5157	meta	25
5158	Tiamat	100
5159	druantia_type_I	100
5160	cas_type_other	75
5160	cas_type_III-D	25
5161	meta	50
5161	cas_type_other	50
5162	RM_type_II	100
5163	cas_type_I-D	50
5163	cas_type_other	50
5164	PsyrTA	100
5165	cas_type_III-B	100
5166	cas_type_III-B	100
5167	cas_type_III-D	100
5168	RM_type_I	75
5168	DMS_other	25
5169	thoeris_type_I	100
5170	cas_type_I-A	50
5170	cas_type_other	50
5171	AbiE	100
5172	Menshen	100
5173	RosmerTA	100
5174	thoeris_type_I	25
5174	meta	75
5175	PD-T4-2	100
5176	cas_type_I-G	100
5177	RM_type_I	87.5
5177	DMS_other	12.5
5178	Olokun	100
5179	cas_type_other	100
5180	Menshen	100
5181	septu_type_I	100
5182	cas_type_III-D	50
5182	cas_type_other	50
5183	cas_type_other	100
5184	Menshen	100
5185	Borvo	100
5186	cas_type_I-A	100
5187	Tiamat	100
5188	AVAST_type_III	100
5189	cas_type_I-E	100
5190	cas_type_I-B1	100
5191	cas_type_other	100
5192	thoeris_type_I	100
5193	Lamassu_Family	100
5194	cas_type_other	50
5194	cas_type_IV-A	25
5194	cas_type_I-F1	25
5195	meta	50
5195	cas_type_III-C	50
5196	RosmerTA	100
5197	DRT_class_I	100
5198	RADAR	100
5199	DMS_other	100
5200	retron_III-A	100
5201	RM_type_II	100
5202	cas_type_III-D	100
5203	cas_type_VI	75
5203	cas_type_other	25
5204	cas_type_other	25
5204	cas_type_III-D	75
5205	cas_type_I-B1	100
5206	cas_type_III-F	100
5207	ApeA	100
5208	argonaute_type_III	100
5209	druantia_type_I	100
5210	cbass_type_I	100
5211	cas_type_III-C	100
5212	Menshen	75
5212	Menshen_other	25
5213	DMS_other	100
5214	RosmerTA	100
5215	Lamassu_other	75
5215	Lamassu_Family	25
5216	RM_type_HNH	100
5217	RosmerTA	100
5218	hachiman_type_I	100
5219	RosmerTA	100
5220	gabija	100
5221	cas_type_other	100
5222	DMS_other	100
5223	ShosTA	100
5224	cas_type_other	100
5225	viperin_nerd	100
5226	cas_type_other	75
5226	cas_type_IV-A	25
5227	DMS_other	100
5228	RosmerTA	100
5229	SEFIR	100
5230	cas_type_other	25
5230	cas_type_III-B	75
5231	cas_type_IV-B	100
5232	shedu	100
5233	wadjet_type_I	100
5234	AbiI	100
5235	DMS_other	87.5
5235	meta	12.5
5236	meta	25
5236	wadjet_other	75
5237	PD-T4-6	100
5238	RM_type_I	100
5239	ietAS	100
5240	PD-T7-4	100
5241	DMS_other	100
5242	cas_type_III-A	100
5243	RosmerTA	100
5244	cas_type_IV-B	100
5245	Menshen	100
5246	PD-T4-4	100
5247	DRT_class_II	100
5248	Paris	100
5249	retron_VI	100
5250	DMS_other	75
5250	meta	25
5251	cas_type_III-A	100
5252	cas_type_I-B1	100
5253	cas_type_IV-D	100
5254	cas_type_III-A	50
5254	cas_type_other	50
5255	cas_type_other	25
5255	cas_type_I-F1	75
5256	cas_type_III-B	100
5257	ShosTA	100
5258	cas_type_I-E	100
5259	DMS_other	75
5259	meta	25
5260	cas_type_I-B1	100
5261	DMS_other	100
5262	DMS_other	100
5263	cas_type_III-B	100
5264	pycsar_effector	100
5265	cas_type_I-A	100
5266	cas_type_I-A	75
5266	cas_adaptation	25
5267	cas_type_I-A	100
5268	Tiamat	100
5269	cas_type_I-D	75
5269	cas_type_I-A	25
5270	DMS_other	100
5271	RM_type_II	100
5272	cbass_type_I	100
5273	cas_type_IV-C	75
5273	cas_type_other	25
5274	cas_type_IV-C	75
5274	cas_type_other	25
5275	kiwa	100
5276	cas_type_I-A	100
5277	cas_type_I-A	100
5278	argonaute_type_SiAgo	100
5279	argonaute_type_SiAgo	100
5280	cas_type_other	75
5280	cas_type_III-B	25
5281	cas_type_III-B	50
5281	cas_type_other	50
5282	cas_type_I-E	100
5283	AbiE	100
5284	DMS_other	50
5284	meta	50
5285	DRT_other	50
5285	DRT_class_II	50
5286	septu_type_I	100
5287	meta	25
5287	wadjet_other	75
5288	PD-T4-6	100
5289	PD-Lambda-2	100
5290	SEFIR	100
5291	pycsar_other	100
5292	meta	100
5293	meta	42.86
5293	cas_type_III-D	57.14
5294	meta	100
5295	meta	100
5296	meta	100
5297	meta	100
5298	meta	100
5299	meta	100
5300	meta	100
5301	meta	100
5302	meta	100
5303	meta	100
5304	meta	100
5305	meta	100
5306	meta	100
5307	meta	100
5308	meta	100
5309	meta	100
5310	meta	100
5311	meta	100
5312	meta	100
5313	argonaute_type_III	57.14
5313	meta	14.29
5313	argonaute_other	28.57
5314	meta	100
5315	meta	100
5316	meta	100
5317	meta	100
5318	meta	100
5319	meta	100
5320	meta	100
5321	meta	100
5322	meta	100
5323	meta	100
5324	meta	100
5325	meta	71.43
5325	Dodola	28.57
5326	meta	100
5327	meta	100
5328	meta	42.86
5328	qatABCD	28.57
5328	qatABCD_other	28.57
5329	meta	100
5330	meta	100
5331	meta	100
5332	meta	100
5333	meta	100
5334	RM_type_II	28.57
5334	meta	71.43
5335	meta	100
5336	meta	85.71
5336	Lamassu_Family	14.29
5337	meta	100
5338	meta	100
5339	meta	71.43
5339	Lamassu_Family	28.57
5340	meta	100
5341	meta	100
5342	meta	100
5343	meta	100
5344	meta	100
5345	meta	100
5346	meta	100
5347	meta	14.29
5347	SEFIR	85.71
5348	meta	100
5349	meta	100
5350	meta	100
5351	meta	100
5352	meta	100
5353	meta	100
5354	meta	100
5355	meta	100
5356	meta	100
5357	meta	100
5358	meta	100
5359	meta	100
5360	meta	100
5361	meta	100
5362	meta	14.29
5362	cas_type_III-D	28.57
5362	cas_type_other	57.14
5363	meta	100
5364	meta	100
5365	meta	100
5366	meta	100
5367	meta	100
5368	meta	100
5369	meta	100
5370	meta	100
5371	meta	100
5372	meta	100
5373	meta	100
5374	meta	100
5375	meta	100
5376	meta	100
5377	meta	100
5378	meta	100
5379	meta	71.43
5379	cas_type_other	28.57
5380	retron_III-A	100
5381	meta	71.43
5381	cbass_type_I	28.57
5382	DRT_other	28.57
5382	meta	71.43
5383	meta	14.29
5383	shedu	85.71
5384	cas_type_I-F1	100
5385	cas_type_III-A	100
5386	Shango	100
5387	meta	14.29
5387	cas_type_III-D	85.71
5388	shedu	100
5389	meta	14.29
5389	cas_type_III-D	57.14
5389	cas_type_III-B	28.57
5390	meta	14.29
5390	cas_adaptation	28.57
5390	cas_type_III-D	57.14
5391	cas_type_III-A	28.57
5391	meta	28.57
5391	cas_type_III-D	28.57
5391	cas_type_other	14.29
5392	kiwa	100
5393	cas_type_III-B	28.57
5393	meta	14.29
5393	cas_type_III-D	57.14
5394	cas_type_I-F1	100
5395	meta	42.86
5395	Dynamins	57.14
5396	PD-Lambda-5	100
5397	cas_type_other	57.14
5397	cas_type_III-B	42.86
5398	Lamassu_other	28.57
5398	meta	71.43
5399	meta	14.29
5399	SEFIR	85.71
5400	cas_type_other	100
5401	meta	14.29
5401	cas_type_other	85.71
5402	meta	42.86
5402	Paris	57.14
5403	kiwa	100
5404	druantia_other	100
5405	cas_type_I-F1	100
5406	cas_type_III-A	71.43
5406	cas_type_other	28.57
5407	hachiman_other	28.57
5407	meta	14.29
5407	Lamassu_Family	57.14
5408	DRT_other	28.57
5408	meta	42.86
5408	DRT_class_II	28.57
5409	zorya_type_II	71.43
5409	zorya_other	28.57
5410	cas_type_III-A	57.14
5410	meta	14.29
5410	cas_type_other	28.57
5411	cas_type_VI	85.71
5411	cas_type_other	14.29
5412	cas_type_other	57.14
5412	cas_type_III-B	42.86
5413	cas_type_III-A	100
5414	cas_type_I-A	57.14
5414	meta	28.57
5414	cas_type_other	14.29
5415	meta	14.29
5415	cas_type_III-G	85.71
5416	cas_type_III-A	71.43
5416	cas_type_III-B	28.57
5417	meta	14.29
5417	wadjet_other	85.71
5418	meta	100
5419	meta	66.67
5419	cas_type_other	33.33
5420	meta	100
5421	meta	100
5422	meta	100
5423	meta	100
5424	meta	100
5425	meta	33.33
5425	Uzume	66.67
5426	meta	66.67
5426	cas_type_V	33.33
5427	meta	100
5428	meta	66.67
5428	cbass_type_I	33.33
5429	meta	100
5430	meta	100
5431	meta	100
5432	meta	100
5433	meta	100
5434	meta	100
5435	meta	100
5436	meta	100
5437	meta	100
5438	meta	66.67
5438	retron_XIII	33.33
5439	DMS_other	16.67
5439	meta	83.33
5440	meta	100
5441	meta	100
5442	meta	100
5443	meta	100
5444	meta	100
5445	meta	33.33
5445	cas_type_other	33.33
5445	cas_type_III-D	33.33
5446	meta	33.33
5446	cas_type_III-D	66.67
5447	meta	100
5448	DMS_other	50
5448	meta	50
5449	meta	100
5450	meta	100
5451	meta	100
5452	meta	100
5453	meta	100
5454	meta	100
5455	meta	100
5456	meta	100
5457	meta	100
5458	meta	100
5459	meta	100
5460	meta	100
5461	meta	16.67
5461	cbass_type_I	83.33
5462	meta	100
5463	meta	100
5464	meta	100
5465	meta	100
5466	meta	66.67
5466	cas_type_III-D	33.33
5467	meta	100
5468	meta	100
5469	meta	100
5470	cas_type_III-A	66.67
5470	meta	33.33
5471	meta	100
5472	meta	100
5473	meta	66.67
5473	cas_type_other	33.33
5474	meta	100
5475	meta	100
5476	meta	100
5477	meta	100
5478	meta	100
5479	meta	100
5480	meta	100
5481	meta	100
5482	meta	100
5483	meta	66.67
5483	cas_type_other	33.33
5484	meta	100
5485	meta	100
5486	meta	100
5487	meta	100
5488	meta	100
5489	meta	100
5490	meta	100
5491	meta	100
5492	meta	100
5493	meta	100
5494	meta	100
5495	meta	100
5496	meta	100
5497	meta	100
5498	meta	100
5499	meta	100
5500	meta	100
5501	meta	100
5502	meta	100
5503	meta	100
5504	meta	100
5505	meta	100
5506	meta	100
5507	meta	100
5508	meta	100
5509	meta	100
5510	meta	100
5511	meta	100
5512	meta	100
5513	meta	100
5514	meta	100
5515	meta	100
5516	meta	100
5517	meta	100
5518	meta	100
5519	meta	100
5520	meta	100
5521	meta	100
5522	meta	100
5523	meta	100
5524	meta	100
5525	meta	100
5526	meta	100
5527	meta	100
5528	meta	100
5529	meta	100
5530	meta	100
5531	meta	100
5532	meta	100
5533	DMS_other	100
5534	retron_III-A	100
5535	hachiman_type_I	100
5536	septu_type_I	100
5537	gabija	100
5538	Lamassu_Family	100
5539	Lamassu_other	33.33
5539	Lamassu_Family	66.67
5540	meta	33.33
5540	SEFIR	66.67
5541	zorya_other	100
5542	cas_adaptation	33.33
5542	cas_type_other	66.67
5543	cas_type_I-G	100
5544	RosmerTA	100
5545	meta	66.67
5545	AbiE	33.33
5546	retron_VI	100
5547	cas_type_other	100
5548	cas_type_other	100
5549	cas_type_I-A	100
5550	wadjet_type_II	100
5551	cas_type_other	100
5552	septu_type_I	100
5553	Azaca	100
5554	RosmerTA	100
5555	cas_type_I-E	100
5556	PD-T4-6	100
5557	cas_type_III-D	100
5558	cas_type_I-F1	100
5559	Dynamins	100
5560	disarm_type_I	100
5561	cas_type_I-E	66.67
5561	cas_type_other	33.33
5562	Dynamins	100
5563	pycsar_effector	100
5564	thoeris_type_I	100
5565	cas_type_III-D	100
5566	meta	33.33
5566	cas_type_III-D	66.67
5567	DRT_other	33.33
5567	meta	66.67
5568	Menshen	66.67
5568	Menshen_other	33.33
5569	cas_type_III-A	100
5570	RM_type_II	100
5571	SEFIR	100
5572	GAO_19	100
5573	cas_type_I-C	66.67
5573	cas_adaptation	33.33
5574	AbiT	100
5575	SEFIR	100
5576	gasdermin	33.33
5576	meta	66.67
5577	wadjet_other	100
5578	DRT_other	33.33
5578	meta	66.67
5579	cas_type_IV-D	100
5580	cas_type_III-A	33.33
5580	meta	33.33
5580	cas_type_III-B	33.33
5581	gop_beta_cll	100
5582	Paris	100
5583	cas_type_I-F3	66.67
5583	cas_type_other	33.33
5584	zorya_other	100
5585	Menshen	100
5586	cas_type_III-D	100
5587	PD-Lambda-2	100
5588	cas_type_I-E	100
5589	thoeris_type_I	83.33
5589	meta	16.67
5590	meta	66.67
5590	cas_type_other	33.33
5591	Dazbog	100
5592	ShosTA	100
5593	septu_type_I	100
5594	septu_type_I	100
5595	DRT_other	33.33
5595	meta	66.67
5596	cbass_type_IIs	100
5597	AbiL	100
5598	Lamassu_Family	100
5599	Lamassu_Family	100
5600	Dynamins	100
5601	meta	33.33
5601	cas_type_V	33.33
5601	cas_type_other	33.33
5602	DMS_other	33.33
5602	meta	66.67
5603	AbiL	100
5604	cbass_type_II	100
5605	Dazbog	100
5606	meta	33.33
5606	cas_type_other	33.33
5606	cas_type_III-D	33.33
5607	Dynamins	100
5608	brex_type_III	100
5609	PD-T4-6	100
5610	cas_type_other	100
5611	SoFic	100
5612	septu_type_I	100
5613	pycsar_effector	100
5614	meta	16.67
5614	cas_type_other	83.33
5615	cas_type_III-B	100
5616	ISG15-like_other	100
5617	Mokosh_TypeI	100
5618	wadjet_type_III	66.67
5618	wadjet_other	33.33
5619	Lamassu_Family	100
5620	cas_type_VI	100
5621	wadjet_other	100
5622	septu_type_I	100
5623	druantia_other	100
5624	meta	33.33
5624	Menshen_other	66.67
5625	meta	33.33
5625	ShosTA	66.67
5626	cas_type_IV-A	100
5627	cas_type_IV-A	100
5628	DMS_other	83.33
5628	meta	16.67
5629	cas_type_I-E	100
5630	cas_type_other	33.33
5630	cas_type_III-B	66.67
5631	Lamassu_Family	100
5632	RosmerTA	100
5633	cas_type_other	100
5634	Lamassu_other	66.67
5634	Lamassu_Family	33.33
5635	retron_VI	100
5636	Mokosh_TypeI	33.33
5636	PD-T4-6	66.67
5637	cbass_type_IIs	100
5638	cas_type_III-D	66.67
5638	cas_type_other	33.33
5639	cas_type_other	66.67
5639	cas_type_III-D	33.33
5640	retron_VI	100
5641	cas_type_IV-B	100
5642	RosmerTA	100
5643	DMS_other	100
5644	cas_type_III-B	100
5645	hachiman_type_I	100
5646	DMS_other	100
5647	cas_type_other	100
5648	cas_type_other	33.33
5648	cas_type_III-D	66.67
5649	DMS_other	100
5650	PD-T4-4	100
5651	Tiamat	100
5652	cas_type_IV-A	100
5653	SEFIR	100
5654	cas_type_III-B	100
5655	Menshen_other	100
5656	PD-Lambda-5	100
5657	Mokosh_TypeI	100
5658	DMS_other	66.67
5658	meta	33.33
5659	spbK	100
5660	Borvo	100
5661	cbass_type_I	100
5662	cbass_type_II	100
5663	cbass_type_II	100
5664	shedu	100
5665	RosmerTA	100
5666	cas_type_other	33.33
5666	cas_type_III-D	66.67
5667	cas_type_other	33.33
5667	cas_type_III-D	66.67
5668	cas_type_other	33.33
5668	cas_type_III-D	66.67
5669	DMS_other	100
5670	Dazbog	100
5671	wadjet_type_II	100
5672	DUF4238	100
5673	cas_type_I-E	100
5674	PT_SspABCD	100
5675	RosmerTA	100
5676	septu_type_I	100
5677	Menshen_other	100
5678	cas_type_I-F1	100
5679	retron_VII-A2	66.67
5679	DRT_other	33.33
5680	RosmerTA	100
5681	cas_type_other	100
5682	DRT_type_III	100
